university,degree,median_entry_salary
Anglia Ruskin University,Bachelor of Science (BS / BSc),30591.610008699383
Anglia Ruskin University,Bachelor of Arts (BA),25780.266561998564
Anglia Ruskin University,Bachelor's Degree,31899.68711651886
Anglia Ruskin University,Bachelor of Engineering (BEng / BE),32426.96017460881
Anglia Ruskin University,Master of Arts (MA),27752.85710181689
Anglia Ruskin University,Master of Science (MS),33280.00114425074
Anglia Ruskin University,Master of Business Administration (MBA),37250.00042695923
Anglia Ruskin University,Doctor of Philosophy (PhD),34500.000853918464
Anglia Ruskin University,Post Graduate Diploma,39305.40728933231
Anglia Ruskin University,Bachelor of Music (BMus / BM),19055.000461115967
Anglia Ruskin University,"Bachelor of Science (BS / BSc), Building Surveying",35999.99935956115
Anglia Ruskin University,"Bachelor's Degree, Interior Design",22999.99914608154
Anglia Ruskin University,Master of Management (MMgt / MM),25961.538856286275
Anglia Ruskin University,Master's Degree,28500.000426959232
Aston University,Bachelor of Science (BS / BSc),31516.502782469703
Aston University,Bachelor of Engineering (BEng / BE),34218.72734762106
Aston University,Master of Science (MS),32078.551098469623
Aston University,Master of Engineering (MEng / ME),27837.991555580506
Aston University,Doctor of Philosophy (PhD),42720.2800072511
Aston University,Bachelor's Degree,35000.0
Aston University,Master of Arts (MA),37999.999146081536
Aston University,Master of Computer Science (MCS),45000.0
Aston University,Bachelor of Arts (BA),22000.00085391846
Aston University,Bachelor of Business Studies (BBS),30750.00085391846
Aston University,Bachelor of Accountancy (BAcc),60000.0
Aston University,"Bachelor of Science, Mechanical Engineering (BSME)",30574.99987191223
Bournemouth University,Bachelor of Arts (BA),26211.25730716465
Bournemouth University,Bachelor of Science (BS / BSc),30662.749673768307
Bournemouth University,Bachelor's Degree,29991.073999914184
Bournemouth University,Master of Science (MS),31638.282902203282
Bournemouth University,Bachelor of Engineering (BEng / BE),33459.94969353332
Bournemouth University,Master of Arts (MA),26674.80187720101
Bournemouth University,Bachelor of Business Studies (BBS),36999.999786520384
Bournemouth University,Graduate Certificate,35000.0
Bournemouth University,Master of Management (MMgt / MM),29073.00531188847
Bournemouth University,Certificate (Cert),32000.00085391846
Bournemouth University,"Bachelor of Arts (BA), Public Relations (PR)",24565.879555832667
Bournemouth University,"Certificate (Cert), Retail Management",20000.0
Bournemouth University,Bachelor of Finance (BFin),33624.999146081536
Bournemouth University,Master of Engineering (MEng / ME),26800.000341567385
Bournemouth University,"Bachelor of Science (BS / BSc), Product Design",40000.0
Bristol University,Bachelor of Science (BS / BSc),35611.99704546482
Bristol University,Bachelor of Arts (BA),35412.683006961655
Bristol University,Master of Science (MS),37731.14206788021
Bristol University,Master of Engineering (MEng / ME),40193.08658026607
Bristol University,Doctor of Philosophy (PhD),49131.759111665335
Bristol University,Bachelor of Engineering (BEng / BE),62682.99899579189
Bristol University,Master of Computer Science (MCS),34400.000597742925
Bristol University,Bachelor's Degree,36815.998503934854
Bristol University,"Bachelor of Science, Mechanical Engineering (BSME)",40000.0
Bristol University,"Bachelor of Science (BS / BSc), Computer Science (CS)",37200.001366269535
Bristol University,Master of Mechanical Engineering (MME),49910.044789732725
Bristol University,Master of Philosophy (MPhil),44149.500415004375
Bristol University,Master of Arts (MA),22699.99997865204
Bristol University,Master of Civil Engineering (MCE),41493.97544572868
Bristol University,Bachelor of Theology (BTh),18750.0
"Brunel University, London",Bachelor of Science (BS / BSc),31614.023944318866
"Brunel University, London",Bachelor of Engineering (BEng / BE),36250.0
"Brunel University, London",Bachelor of Arts (BA),30282.341283056725
"Brunel University, London",Master of Science (MS),33633.44390262081
"Brunel University, London",Bachelor's Degree,23007.84537922441
"Brunel University, London",Master of Engineering (MEng / ME),56099.22409032417
"Brunel University, London",Master of Computer Science (MCS),58958.110933998425
"Brunel University, London",Doctor of Philosophy (PhD),45000.0
"Brunel University, London",Master of Business Administration (MBA),81999.99658432616
"Brunel University, London",Bachelor of Civil Law (BCL),65000.0
"Brunel University, London","Master of Engineering (MEng / ME), Mechanical Engineering (ME)",38499.99829216308
"Brunel University, London",Master of Arts (MA),31999.999786520384
"Brunel University, London",Bachelor of Business Studies (BBS),26000.000426959232
Cardiff University,Bachelor of Science (BS / BSc),31251.363186050767
Cardiff University,Bachelor of Arts (BA),25284.333768197044
Cardiff University,Master of Science (MS),34233.85560141034
Cardiff University,Bachelor of Engineering (BEng / BE),36407.17242054117
Cardiff University,Doctor of Philosophy (PhD),36745.59966249955
Cardiff University,Master of Arts (MA),27500.0
Cardiff University,Master of Engineering (MEng / ME),34492.753403476134
Cardiff University,Bachelor's Degree,23874.999786520384
Cardiff University,Master of Business Administration (MBA),40249.99957304077
Cardiff University,"Bachelor of Science, Mechanical Engineering (BSME)",32625.00085391846
Cardiff University,Bachelor of Business Studies (BBS),22000.00085391846
Cardiff University,Executive Masters of Business Administration (Exec MBA),45000.0
Cardiff University,Bachelor of Accountancy (BAcc),40200.00051235108
Cardiff University,Certificate (Cert),40000.0
Cardiff University,Doctorate (PhD),52042.50037572412
Cardiff University,Master of Environmental Science (MESc),23500.000426959232
Cardiff University,Master of Civil Engineering (MCE),36438.3557717958
Cardiff University,"Bachelor of Science (BS / BSc), Applied Mathematics",47390.00035864575
Cardiff University,Master of Philosophy (MPhil),43500.00042695923
City University - London,Bachelor of Science (BS / BSc),32894.70264452225
City University - London,Master of Science (MS),45431.53581144619
City University - London,Bachelor of Arts (BA),32114.617571507257
City University - London,Bachelor of Engineering (BEng / BE),39367.492008485606
City University - London,Master of Arts (MA),26499.999573040768
City University - London,Bachelor's Degree,25490.196283621295
City University - London,Master of Computer Science (MCS),25500.000213479616
City University - London,Doctor of Philosophy (PhD),39500.000853918464
City University - London,"Bachelor of Science (BS / BSc), Mathematics",26000.000426959232
City University - London,"Bachelor of Science, Mechanical Engineering (BSME)",70000.0
City University - London,Master of Journalism (MJ),41000.00042695923
City University - London,Bachelor of Music (BMus / BM),40000.0
Coventry University,Bachelor of Arts (BA),25444.173183646006
Coventry University,Bachelor of Science (BS / BSc),30276.02394229422
Coventry University,Bachelor of Engineering (BEng / BE),30537.895864862716
Coventry University,Master of Science (MS),30021.245434078985
Coventry University,Master of Arts (MA),36800.000341567385
Coventry University,Bachelor's Degree,27673.747664164497
Coventry University,Master of Engineering (MEng / ME),28342.259449581874
Coventry University,Doctor of Philosophy (PhD),42906.975808986
Coventry University,Master of Computer Science (MCS),39036.59605897725
Coventry University,Master of Business Administration (MBA),51219.51219512193
Coventry University,Bachelor of Business Studies (BBS),20400.001024702153
Coventry University,Master of Design (MDes),30000.0
Coventry University,"Bachelor of Science, Mechanical Engineering (BSME)",41250.0
Coventry University,Certificate (Cert),22999.99914608154
Coventry University,"Master of Business Administration (MBA), Innovation Management",45000.0
Coventry University,"Master of Business Administration (MBA), Finance",45967.500290332275
Coventry University,Higher National Diploma (HND),50557.00033815171
Coventry University,Post Graduate Certificate,21999.999786520384
Coventry University,"Master of Business Administration (MBA), International Marketing",17999.99914608154
Coventry University,Bachelor of Business Administration (BBA),41904.76267929109
Coventry University,Bachelor of Commerce (BCom),41999.999786520384
Coventry University,Graduate Certificate,27500.0
Coventry University,Bachelor of Business (BB),34250.00128087769
Coventry University,Bachelor of Technology (BT / BTech),38974.35852522365
Cranfield University,Master of Science (MS),36850.900982527346
Cranfield University,Bachelor of Science (BS / BSc),45202.60167133629
Cranfield University,Bachelor of Engineering (BEng / BE),43229.03129179093
Cranfield University,Doctor of Philosophy (PhD),41018.605948124256
Cranfield University,Master of Engineering (MEng / ME),29073.00531188847
Cranfield University,"Bachelor of Science, Mechanical Engineering (BSME)",35248.226529430045
Cranfield University,Bachelor of Arts (BA),30520.944533000766
Cranfield University,Master of Design (MDes),34392.231378165765
Cranfield University,Master of Business Administration (MBA),75000.0
Cranfield University,Post Graduate Certificate,50000.0
Cranfield University,Master of Philosophy (MPhil),55000.0
Cranfield University,Master of Management (MMgt / MM),66499.9985056427
Cranfield University,"Master of Business Administration (MBA), Business Management",89500.00085391846
Cranfield University,Master of Mechanical Engineering (MME),39500.000853918464
Cranfield University,Master of Computer Science (MCS),29050.000768526614
De Montfort University - Leicester,Bachelor of Arts (BA),25596.26561413186
De Montfort University - Leicester,Bachelor of Science (BS / BSc),31846.574396909575
De Montfort University - Leicester,Master of Science (MS),32006.190537900817
De Montfort University - Leicester,Bachelor's Degree,25000.0
De Montfort University - Leicester,Bachelor of Engineering (BEng / BE),35000.0
De Montfort University - Leicester,Master of Arts (MA),24565.879555832667
De Montfort University - Leicester,"Bachelor of Arts (BA), Graphic Design",23958.332870052916
De Montfort University - Leicester,"Bachelor of Science (BS / BSc), Computer Science (CS)",20499.99914608154
De Montfort University - Leicester,Bachelor of Design (BDes),37249.99935956115
Glasgow Caledonian University,Bachelor of Science (BS / BSc),28373.544055912258
Glasgow Caledonian University,Bachelor of Arts (BA),25153.0942463762
Glasgow Caledonian University,Bachelor of Engineering (BEng / BE),30499.99914608154
Glasgow Caledonian University,Master of Science (MS),35445.36587413593
Glasgow Caledonian University,Bachelor's Degree,37850.60971396918
Glasgow Caledonian University,Doctor of Philosophy (PhD),37500.0
Glasgow Caledonian University,Bachelor of Accountancy (BAcc),24500.00085391846
Glasgow Caledonian University,Master of Mechanical Engineering (MME),32849.31490394456
Glasgow Caledonian University,Bachelor of Business (BB),25999.999359561156
Glasgow Caledonian University,Master of Management (MMgt / MM),19225.000683134767
"Imperial College, London",Bachelor of Science (BS / BSc),37732.358300154796
"Imperial College, London",Bachelor of Engineering (BEng / BE),39239.772400357826
"Imperial College, London",Master of Engineering (MEng / ME),44693.24627830601
"Imperial College, London",Master of Science (MS),36426.39559825416
"Imperial College, London",Doctor of Philosophy (PhD),41375.847724806285
"Imperial College, London",Bachelor of Arts (BA),62999.999146081536
"Imperial College, London",Master of Business Administration (MBA),104451.40557546572
"Imperial College, London",Master of Computer Science (MCS),45000.0
"Imperial College, London",Doctorate (PhD),32969.6972221871
"Imperial College, London",Master of Mechanical Engineering (MME),27000.00085391846
"Imperial College, London","Bachelor of Science, Mechanical Engineering (BSME)",57999.999146081536
"Imperial College, London","Master of Science (MS), Mathematics",51000.00042695923
"Imperial College, London","Bachelor of Science (BS / BSc), Mathematics",46995.001161329106
"Imperial College, London",Master of Management (MMgt / MM),53500.00042695923
King's College London,Bachelor of Science (BS / BSc),38729.495655215935
King's College London,Bachelor of Arts (BA),29222.825391248436
King's College London,Master of Science (MS),32640.908069523288
King's College London,Master of Arts (MA),32131.746968724095
King's College London,Doctor of Philosophy (PhD),44477.98456069856
King's College London,Bachelor of Engineering (BEng / BE),33703.70370370369
King's College London,Bachelor of Music (BMus / BM),26000.000426959232
King's College London,Bachelor's Degree,31492.064125886583
King's College London,Master of Computer Science (MCS),40000.0
King's College London,Master of Public Health (MPH),48750.0
King's College London,Master of Engineering (MEng / ME),46499.99957304077
King's College London,Master of Public Policy (MPP),36500.00064043885
King's College London,Doctorate (PhD),52457.1427595521
King's College London,"Bachelor of Science (BS / BSc), Biomedical Sciences",37999.999146081536
Kingston University,Bachelor of Science (BS / BSc),30064.820918659603
Kingston University,Bachelor of Arts (BA),27568.03462468535
Kingston University,Master of Science (MS),31754.64219543405
Kingston University,Bachelor of Engineering (BEng / BE),39684.54363035838
Kingston University,Master of Arts (MA),30520.944533000817
Kingston University,Bachelor's Degree,28212.499957304077
Kingston University,Bachelor of Business Studies (BBS),43299.99991460815
Kingston University,Master of Computer Science (MCS),31067.920087839426
Kingston University,Bachelor of Business Administration (BBA),33202.79975288306
Kingston University,Bachelor of Music (BMus / BM),21000.000426959232
Kingston University,Higher National Diploma (HND),33999.99957304077
Kingston University,"Master of Business Administration (MBA), Strategy",63464.5673765026
Kingston University,Bachelor of Fine Arts (BFA),25000.0
Kingston University,Master of Design (MDes),24416.75519202732
Kingston University,Bachelor of Accountancy (BAcc),27500.0
Kingston University,Bachelor of Design (BDes),20347.296355333856
Kingston University,Bachelor of Arts and Science (BASc),23399.389939887355
Kingston University,"Bachelor of Science, Mechanical Engineering (BSME)",25000.0
Kingston University,Master of Engineering (MEng / ME),92999.99914608154
Kingston University,"Master of Business Administration (MBA), Project Management",85000.0
Kingston University,Doctor of Philosophy (PhD),46499.99957304077
Kingston University,Master of Architecture (MArch),30000.0
Kingston University,"Master of Business Administration (MBA), Business Administration",36942.99966184829
Kingston University,Doctorate (PhD),42999.999146081536
Kingston University,Post Graduate Diploma,104757.9423155795
Kingston University,Bachelor of Humanities (BHum),32500.0
Kingston University,Bachelor of Technology (BT / BTech),30719.328444538787
Kingston University,Bachelor of Business (BB),26750.000213479616
Leeds Metropolitan University,Bachelor of Science (BS / BSc),31042.430524862204
Leeds Metropolitan University,Bachelor of Arts (BA),29343.590500231116
Leeds Metropolitan University,Bachelor's Degree,27513.78426344229
Leeds Metropolitan University,Master of Science (MS),34782.346001676095
Leeds Metropolitan University,Bachelor of Engineering (BEng / BE),32492.307718582055
Leeds Metropolitan University,Master of Computer Science (MCS),35914.00016395235
Leeds Metropolitan University,Master of Arts (MA),25000.0
Leeds Metropolitan University,Bachelor of Business Studies (BBS),18312.56585105387
Leeds Metropolitan University,"Bachelor of Arts (BA), Event Management",27999.99914608154
Leeds Metropolitan University,Associate's Degree,35459.999470570554
Leeds Metropolitan University,"Bachelor of Science (BS / BSc), Construction Project Management",27999.99914608154
Leeds Metropolitan University,Bachelor of Business (BB),45000.0
Leeds Metropolitan University,Higher National Diploma (HND),55512.50157974915
Liverpool John Moores University,Bachelor of Science (BS / BSc),27984.953040789056
Liverpool John Moores University,Bachelor of Arts (BA),24400.6649172042
Liverpool John Moores University,Master of Science (MS),32472.039395070115
Liverpool John Moores University,Bachelor of Engineering (BEng / BE),30183.28822838366
Liverpool John Moores University,Master of Engineering (MEng / ME),27468.850948447314
Liverpool John Moores University,Bachelor's Degree,24013.727796851374
Liverpool John Moores University,Master of Arts (MA),29750.000426959232
Liverpool John Moores University,Graduate Certificate,30997.99999388442
Liverpool John Moores University,Doctorate (PhD),48521.49995901191
Liverpool John Moores University,Bachelor of Education (BEd),34748.20187197357
Liverpool John Moores University,"Certificate (Cert), Civil Engineering (CE)",23500.000426959232
Liverpool John Moores University,Bachelor of Accountancy (BAcc),22500.0
London Metropolitan University,Bachelor of Arts (BA),29134.065641991085
London Metropolitan University,Bachelor of Science (BS / BSc),31627.200967466357
London Metropolitan University,Master of Arts (MA),35801.92900816751
London Metropolitan University,Master of Science (MS),30261.059274137813
London Metropolitan University,Master of Computer Science (MCS),27964.28597378326
London Metropolitan University,Bachelor's Degree,31444.005140641468
London Metropolitan University,Bachelor of Engineering (BEng / BE),38000.000213479616
London Metropolitan University,Doctor of Philosophy (PhD),41864.18805530144
London Metropolitan University,Bachelor of Business Administration (BBA),45000.0
London Metropolitan University,Higher National Diploma (HND),30672.63434868885
London Metropolitan University,Master of Engineering (MEng / ME),33000.000213479616
London Metropolitan University,"Graduate Certificate, Psychology",42603.99872936933
London Metropolitan University,Associate's Degree,30000.0
London South Bank University,Bachelor of Science (BS / BSc),29767.69872480371
London South Bank University,Master of Science (MS),30981.64626845321
London South Bank University,Bachelor of Engineering (BEng / BE),30134.74005613824
London South Bank University,Bachelor of Arts (BA),27634.376596572572
London South Bank University,Bachelor's Degree,32800.00076852662
London South Bank University,Master of Computer Science (MCS),33351.99927929282
London South Bank University,Doctor of Philosophy (PhD),61000.00042695923
London South Bank University,"Bachelor of Science, Electrical Engineering (BSEE)",47374.999146081536
London South Bank University,Bachelor of Business Administration (BBA),36900.000597742925
London South Bank University,"Master of Business Administration (MBA), General Business",35436.619878049
London South Bank University,Post Graduate Diploma,37737.500341567385
London South Bank University,Bachelor of Technology (BT / BTech),57000.000853918464
Loughborough University,Bachelor of Science (BS / BSc),32867.43193181853
Loughborough University,Bachelor of Arts (BA),29641.900058367464
Loughborough University,Master of Science (MS),35456.1069353845
Loughborough University,Bachelor of Engineering (BEng / BE),35214.64264002092
Loughborough University,Master of Engineering (MEng / ME),36059.10222367267
Loughborough University,Doctor of Philosophy (PhD),38474.436663562214
Loughborough University,Bachelor's Degree,33432.83628694591
Loughborough University,"Bachelor of Science, Mechanical Engineering (BSME)",34204.3787069879
Loughborough University,Master of Mechanical Engineering (MME),32749.999573040768
Loughborough University,Master of Arts (MA),25000.0
Loughborough University,Bachelor of Industrial Design (BID),24015.7235878407
Loughborough University,Doctor of Science (DS),30000.0
Loughborough University,"Bachelor of Science, Electrical Engineering (BSEE)",42000.000853918464
Loughborough University,Doctorate (PhD),29499.999786520384
Loughborough University,"Master of Engineering (MEng / ME), Mechanical Engineering (ME)",30143.282896253593
Loughborough University,Master of Computer Science (MCS),44500.000853918464
Loughborough University,"Bachelor of Engineering (BEng / BE), Aeronautical Engineering",30178.926053220915
Loughborough University,Bachelor of Business (BB),43500.00042695923
Middlesex University,Bachelor of Arts (BA),28025.305480356383
Middlesex University,Bachelor of Science (BS / BSc),27939.02640373057
Middlesex University,Master of Science (MS),34616.49701016827
Middlesex University,Master of Computer Science (MCS),35999.99829216308
Middlesex University,Master of Arts (MA),35499.999146081536
Middlesex University,Bachelor of Business Administration (BBA),40000.0
Middlesex University,Bachelor's Degree,23489.36105231464
Middlesex University,Bachelor of Engineering (BEng / BE),37500.0
Middlesex University,Bachelor of Technology (BT / BTech),25000.0
Middlesex University,Bachelor of Business Studies (BBS),42999.999146081536
Middlesex University,Bachelor of Accountancy (BAcc),33999.99957304077
Middlesex University,"Master of Business Administration (MBA), Business Administration",77500.0
Middlesex University,Bachelor of Business (BB),56250.0
Middlesex University,Executive Masters of Business Administration (Exec MBA),185000.0
Napier University (Edinburgh),Bachelor of Science (BS / BSc),29890.249945510222
Napier University (Edinburgh),Bachelor of Arts (BA),25211.4490049695
Napier University (Edinburgh),Bachelor of Engineering (BEng / BE),35000.0
Napier University (Edinburgh),Master of Science (MS),35653.96452565293
Napier University (Edinburgh),Bachelor's Degree,29000.000640438848
Napier University (Edinburgh),Bachelor of Design (BDes),24499.999786520384
Napier University (Edinburgh),"Bachelor of Science, Mechanical Engineering (BSME)",17904.000031594984
Napier University (Edinburgh),"Bachelor of Engineering (BEng / BE), Software Engineering",48000.000213479616
Napier University (Edinburgh),Master of Computer Science (MCS),52000.000853918464
Open University - England,Bachelor of Science (BS / BSc),27971.148073214506
Open University - England,Bachelor of Arts (BA),30967.74233534165
Open University - England,Bachelor's Degree,25412.748399193104
Open University - England,Master of Business Administration (MBA),49105.01873023232
Open University - England,Bachelor of Engineering (BEng / BE),31800.000341567385
Open University - England,Master of Science (MS),43748.5714090532
Open University - England,Certificate (Cert),36499.99957304077
Open University - England,Post Graduate Diploma,51499.99957304077
Open University - England,Master of Arts (MA),23059.496904624924
Open University - England,Post Graduate Certificate,32500.0
Open University - England,Bachelor of Business Administration (BBA),47999.999146081536
Open University - England,Bachelor of Arts and Science (BASc),31000.000426959232
Open University - England,Master of Engineering (MEng / ME),28000.000213479616
Open University - England,Master of Education (MEd),29750.000426959232
Open University - England,"Master of Business Administration (MBA), Business Administration",68250.00085391846
Open University - England,"Bachelor of Science (BS / BSc), Mathematics",60950.00029887146
Open University - England,"Master of Business Administration (MBA), Strategy",73500.00042695923
Oxford Brookes University,Bachelor of Science (BS / BSc),29048.097837322224
Oxford Brookes University,Bachelor of Arts (BA),28300.99032162531
Oxford Brookes University,Master of Science (MS),30017.051291687643
Oxford Brookes University,Master of Arts (MA),28114.606794328178
Oxford Brookes University,Bachelor's Degree,35668.97917098263
Oxford Brookes University,Bachelor of Engineering (BEng / BE),32944.65775060445
Oxford Brookes University,Bachelor of Business (BB),29749.999359561156
Oxford Brookes University,Master of Architecture (MArch),30000.0
Oxford Brookes University,Doctor of Philosophy (PhD),39384.0003005793
Oxford Brookes University,Master of Engineering (MEng / ME),32000.00085391846
Oxford Brookes University,Certificate (Cert),22500.0
Oxford Brookes University,Bachelor of Business Administration (BBA),85000.0
Oxford Brookes University,Master of Computer Science (MCS),31499.999573040768
Oxford Brookes University,Bachelor of Accountancy (BAcc),48689.99941933544
Oxford Brookes University,"Bachelor of Science, Mechanical Engineering (BSME)",32800.00076852662
Oxford University,Bachelor of Arts (BA),35676.32261889376
Oxford University,Master of Science (MS),40311.94708960663
Oxford University,Bachelor of Science (BS / BSc),38618.049190492195
Oxford University,Master of Arts (MA),45000.0
Oxford University,Doctor of Philosophy (PhD),42865.89926147768
Oxford University,Master of Engineering (MEng / ME),37999.999146081536
Oxford University,Bachelor of Engineering (BEng / BE),42749.99957304077
Oxford University,Bachelor's Degree,28276.117670039053
Oxford University,Doctorate (PhD),51414.69132495301
Oxford University,Master of Philosophy (MPhil),38441.55890243536
Oxford University,Bachelor of Music (BMus / BM),45000.0
Oxford University,Master's Degree,55500.000213479616
Oxford University,Master of Liberal Arts (MLA),24499.999786520384
Oxford University,Master of Public Policy (MPP),40000.0
Oxford University,Master of Journalism (MJ),23958.332870052916
Oxford University,"Bachelor of Science, Mechanical Engineering (BSME)",51000.00042695923
Oxford University,"Bachelor of Arts (BA), History",29249.99914608154
Oxford University,Bachelor of Philosophy (BPh / PhB),49282.49928270849
Sheffield Hallam University,Bachelor of Science (BS / BSc),30049.46485390147
Sheffield Hallam University,Bachelor of Arts (BA),24276.33041926346
Sheffield Hallam University,Bachelor of Engineering (BEng / BE),33371.635566179066
Sheffield Hallam University,Master of Science (MS),29872.893086201857
Sheffield Hallam University,Bachelor's Degree,23580.16393060346
Sheffield Hallam University,Master of Arts (MA),28851.03104159231
Sheffield Hallam University,Bachelor of Business Studies (BBS),25850.001110094
Sheffield Hallam University,Master of Engineering (MEng / ME),29750.000426959232
Sheffield Hallam University,Bachelor of Design (BDes),18246.575111399772
Sheffield Hallam University,Graduate Certificate,27182.500307410646
Sheffield Hallam University,Doctor of Philosophy (PhD),42049.99991460815
Sheffield Hallam University,Certificate (Cert),38999.99957304077
Sheffield Hallam University,Master of Computer Science (MCS),49131.759111665335
Sheffield Hallam University,Master of Design (MDes),18500.000426959232
Sheffield Hallam University,Higher National Diploma (HND),33780.000290332275
Sheffield Hallam University,Master of Mechanical Engineering (MME),30000.0
Sheffield Hallam University,Post Graduate Certificate,40499.999146081536
Sheffield Hallam University,"Bachelor's Degree, Software Engineering",50000.0
Sheffield Hallam University,Master of Business Administration (MBA),62325.002220188
Southampton Solent University,Bachelor of Arts (BA),25301.27236273594
Southampton Solent University,Bachelor of Science (BS / BSc),26748.26860526664
Southampton Solent University,Bachelor of Engineering (BEng / BE),28961.580714080774
Southampton Solent University,Bachelor's Degree,25675.850007773886
Southampton Solent University,Master of Science (MS),26490.566670346856
Southampton Solent University,Master of Arts (MA),23260.000239097168
Southampton Solent University,Higher National Diploma (HND),22382.02685961383
Southampton Solent University,Certificate (Cert),23099.99940225708
Staffordshire University,Bachelor of Science (BS / BSc),28862.711852446017
Staffordshire University,Bachelor of Arts (BA),28312.80397935617
Staffordshire University,Bachelor of Engineering (BEng / BE),35553.32863368134
Staffordshire University,Master of Science (MS),36284.99891552355
Staffordshire University,Bachelor's Degree,24546.089116664665
Staffordshire University,Master of Computer Science (MCS),39240.03926856925
Staffordshire University,Master of Arts (MA),19000.000106739808
Staffordshire University,Bachelor of Technology (BT / BTech),21599.999829216307
Staffordshire University,Master of Engineering (MEng / ME),30000.0
Staffordshire University,Doctor of Philosophy (PhD),32000.00085391846
Staffordshire University,Master of Philosophy (MPhil),106999.99658432616
Staffordshire University,Higher National Diploma (HND),34360.000922231935
Staffordshire University,"Master of Business Administration (MBA), Strategy",70999.99829216307
Staffordshire University,"Executive Masters of Business Administration (Exec MBA), Finance",106999.99658432616
Staffordshire University,Master of Business Administration (MBA),35000.0
Staffordshire University,"Bachelor of Science (BS / BSc), Computer Science (CS)",30499.99914608154
Staffordshire University,"Bachelor of Science, Mechanical Engineering (BSME)",36000.00042695923
The Manchester Metropolitan University,Bachelor of Arts (BA),24766.302439250103
The Manchester Metropolitan University,Bachelor of Science (BS / BSc),29362.603747172565
The Manchester Metropolitan University,Master of Science (MS),27999.99914608154
The Manchester Metropolitan University,Bachelor's Degree,25000.0
The Manchester Metropolitan University,Bachelor of Engineering (BEng / BE),27553.728168324396
The Manchester Metropolitan University,Master of Computer Science (MCS),42729.323214947704
The Manchester Metropolitan University,Master of Arts (MA),28999.999573040768
The Manchester Metropolitan University,Executive Masters of Business Administration (Exec MBA),65000.0
The Manchester Metropolitan University,Bachelor of Philosophy (BPh / PhB),50999.99829216308
The Manchester Metropolitan University,Associate's Degree,27800.000768526614
The Manchester Metropolitan University,"Bachelor of Science (BS / BSc), Geography",71999.9987191223
The Nottingham Trent University,Bachelor of Science (BS / BSc),28875.3347981974
The Nottingham Trent University,Bachelor of Arts (BA),25142.706876575543
The Nottingham Trent University,Master of Science (MS),26962.96279663039
The Nottingham Trent University,Bachelor's Degree,35158.913192424574
The Nottingham Trent University,Bachelor of Engineering (BEng / BE),51690.820458896575
The Nottingham Trent University,Master of Arts (MA),23439.99984629468
The Nottingham Trent University,Doctor of Philosophy (PhD),47742.6087646399
The Nottingham Trent University,Graduate Certificate,40332.81634457972
The Nottingham Trent University,Certificate (Cert),24650.000170783693
The Nottingham Trent University,Post Graduate Certificate,42500.0
The Nottingham Trent University,Bachelor of Arts and Science (BASc),24700.000298871462
The Nottingham Trent University,Bachelor of Humanities (BHum),19440.261067174248
The Robert Gordon University,Bachelor of Science (BS / BSc),27307.14846718624
The Robert Gordon University,Bachelor of Arts (BA),25003.843610248627
The Robert Gordon University,Bachelor's Degree,27999.99914608154
The Robert Gordon University,Bachelor of Engineering (BEng / BE),29671.440301117418
The Robert Gordon University,Master of Science (MS),30876.104933342944
The Robert Gordon University,Master of Management (MMgt / MM),35000.0
The Robert Gordon University,"Bachelor's Degree, Business Management",26499.999573040768
The Robert Gordon University,Bachelor of Business Administration (BBA),43999.99957304077
The Robert Gordon University,Master of Engineering (MEng / ME),29671.440301117418
The University of Brighton,Bachelor of Arts (BA),24571.24873679606
The University of Brighton,Bachelor of Science (BS / BSc),26309.360623320492
The University of Brighton,Bachelor's Degree,24416.75519202732
The University of Brighton,Master of Science (MS),30025.99968234233
The University of Brighton,Bachelor of Engineering (BEng / BE),24008.688204325925
The University of Brighton,Master of Engineering (MEng / ME),35100.00025617554
The University of Brighton,"Bachelor of Engineering (BEng / BE), Mechanical Engineering (ME)",23999.999573040768
The University of Brighton,Master of Arts (MA),25500.000213479616
The University of Cambridge,Bachelor of Arts (BA),39862.80351062153
The University of Cambridge,Bachelor of Science (BS / BSc),49403.56968382792
The University of Cambridge,Doctor of Philosophy (PhD),50000.0
The University of Cambridge,Master of Engineering (MEng / ME),44254.90661760736
The University of Cambridge,Bachelor of Engineering (BEng / BE),45781.416799501196
The University of Cambridge,Master of Philosophy (MPhil),52801.037911287975
The University of Cambridge,Master of Arts (MA),47999.999146081536
The University of Cambridge,Master of Science (MS),23489.36105231464
The University of Cambridge,"Bachelor of Science, Mechanical Engineering (BSME)",52500.0
The University of Cambridge,Bachelor's Degree,42177.515114482914
The University of Cambridge,Master of Computer Science (MCS),60000.0
The University of Cambridge,Doctorate (PhD),45599.999402257075
The University of Cambridge,"Master of Arts (MA), English Literature",52999.999146081536
The University Of Central Lancashire,Bachelor of Arts (BA),26503.592417798358
The University Of Central Lancashire,Bachelor of Science (BS / BSc),29134.42854825679
The University Of Central Lancashire,Bachelor's Degree,25981.048373527534
The University Of Central Lancashire,Master of Science (MS),39443.036724385995
The University Of Central Lancashire,Bachelor of Engineering (BEng / BE),31999.998719122308
The University Of Central Lancashire,Associate's Degree,23500.000426959232
The University Of Central Lancashire,"Bachelor of Arts (BA), Graphic Design",24489.795696085344
The University Of Central Lancashire,"Master of Arts (MA), Computer Animation",26999.999786520384
The University Of Central Lancashire,Doctor of Philosophy (PhD),34300.000341567385
